metric,k,actual_user,actual_sample,predicted_user,is_correct,score,neighbor_count,neighbors_json,distances_by_user_json
euclidean,1,,1,Grzes,False,329.503864,1,"[{""distance"": 329.5038638702254, ""sample"": 1, ""user"": ""Grzes""}]","{""Grzes"": 329.5038638702254}"
euclidean,1,67,2,67,True,1.494573,1,"[{""distance"": 1.4945731893437357, ""sample"": 4, ""user"": ""67""}]","{""67"": 1.4945731893437357}"
euclidean,1,67,3,67,True,0.215197,1,"[{""distance"": 0.21519691788631956, ""sample"": 5, ""user"": ""67""}]","{""67"": 0.21519691788631956}"
euclidean,1,67,4,67,True,1.494573,1,"[{""distance"": 1.4945731893437357, ""sample"": 2, ""user"": ""67""}]","{""67"": 1.4945731893437357}"
euclidean,1,67,5,67,True,0.215197,1,"[{""distance"": 0.21519691788631956, ""sample"": 3, ""user"": ""67""}]","{""67"": 0.21519691788631956}"
euclidean,1,Anita,1,Anita,True,222.709843,1,"[{""distance"": 222.7098430958366, ""sample"": 4, ""user"": ""Anita""}]","{""Anita"": 222.7098430958366}"
euclidean,1,Anita,2,Anita,True,367.710088,1,"[{""distance"": 367.71008750922056, ""sample"": 5, ""user"": ""Anita""}]","{""Anita"": 367.71008750922056}"
euclidean,1,Anita,3,Anita,True,305.964424,1,"[{""distance"": 305.96442375371697, ""sample"": 5, ""user"": ""Anita""}]","{""Anita"": 305.96442375371697}"
euclidean,1,Anita,4,Mateusz,False,180.818745,1,"[{""distance"": 180.8187448658617, ""sample"": 5, ""user"": ""Mateusz""}]","{""Mateusz"": 180.8187448658617}"
euclidean,1,Anita,5,Mateusz,False,279.348746,1,"[{""distance"": 279.3487461829691, ""sample"": 2, ""user"": ""Mateusz""}]","{""Mateusz"": 279.3487461829691}"
euclidean,1,Bartek,1,Ulung,False,120.444761,1,"[{""distance"": 120.44476115318345, ""sample"": 5, ""user"": ""Ulung""}]","{""Ulung"": 120.44476115318345}"
euclidean,1,Bartek,2,Nick:),False,41.257794,1,"[{""distance"": 41.25779412735157, ""sample"": 2, ""user"": ""Nick:)""}]","{""Nick:)"": 41.25779412735157}"
euclidean,1,Bartek,3,Nick:),False,50.400393,1,"[{""distance"": 50.400393057708555, ""sample"": 3, ""user"": ""Nick:)""}]","{""Nick:)"": 50.400393057708555}"
euclidean,1,Bartek,4,Nick:),False,72.090938,1,"[{""distance"": 72.0909382953031, ""sample"": 1, ""user"": ""Nick:)""}]","{""Nick:)"": 72.0909382953031}"
euclidean,1,Bartek,5,Ulung,False,51.428412,1,"[{""distance"": 51.428411825647636, ""sample"": 3, ""user"": ""Ulung""}]","{""Ulung"": 51.428411825647636}"
euclidean,1,Dominik,1,,False,389.812416,1,"[{""distance"": 389.81241626807366, ""sample"": 1, ""user"": """"}]","{"""": 389.81241626807366}"
euclidean,1,Dominik,2,Maja,False,176.931116,1,"[{""distance"": 176.93111646564856, ""sample"": 3, ""user"": ""Maja""}]","{""Maja"": 176.93111646564856}"
euclidean,1,Dominik,3,Maja,False,165.610788,1,"[{""distance"": 165.61078842549387, ""sample"": 2, ""user"": ""Maja""}]","{""Maja"": 165.61078842549387}"
euclidean,1,Dominik,4,Dominik,True,347.617434,1,"[{""distance"": 347.6174338722061, ""sample"": 2, ""user"": ""Dominik""}]","{""Dominik"": 347.6174338722061}"
euclidean,1,Dominik,5,HETER,False,214.95847,1,"[{""distance"": 214.9584699252818, ""sample"": 4, ""user"": ""HETER""}]","{""HETER"": 214.9584699252818}"
euclidean,1,Emilia_A,2,Marcin,False,286.579152,1,"[{""distance"": 286.57915206876925, ""sample"": 4, ""user"": ""Marcin""}]","{""Marcin"": 286.57915206876925}"
euclidean,1,Emilia_A,3,Emilia_A,True,309.882108,1,"[{""distance"": 309.8821083685252, ""sample"": 4, ""user"": ""Emilia_A""}]","{""Emilia_A"": 309.8821083685252}"
euclidean,1,Emilia_A,4,Emilia_A,True,309.882108,1,"[{""distance"": 309.8821083685252, ""sample"": 3, ""user"": ""Emilia_A""}]","{""Emilia_A"": 309.8821083685252}"
euclidean,1,Emilia_A,5,Emilia_A,True,446.37553,1,"[{""distance"": 446.37552993768026, ""sample"": 4, ""user"": ""Emilia_A""}]","{""Emilia_A"": 446.37552993768026}"
euclidean,1,Grzes,1,,False,329.503864,1,"[{""distance"": 329.5038638702254, ""sample"": 1, ""user"": """"}]","{"""": 329.5038638702254}"
euclidean,1,HETER,1,Maja,False,219.059231,1,"[{""distance"": 219.0592313605742, ""sample"": 5, ""user"": ""Maja""}]","{""Maja"": 219.0592313605742}"
euclidean,1,HETER,2,Olo,False,150.68893,1,"[{""distance"": 150.68893025577182, ""sample"": 1, ""user"": ""Olo""}]","{""Olo"": 150.68893025577182}"
euclidean,1,HETER,3,Majkel,False,226.698845,1,"[{""distance"": 226.6988452084216, ""sample"": 3, ""user"": ""Majkel""}]","{""Majkel"": 226.6988452084216}"
euclidean,1,HETER,4,Marcin,False,210.641235,1,"[{""distance"": 210.641235128602, ""sample"": 1, ""user"": ""Marcin""}]","{""Marcin"": 210.641235128602}"
euclidean,1,HETER,5,Majkel,False,141.286152,1,"[{""distance"": 141.28615186629347, ""sample"": 4, ""user"": ""Majkel""}]","{""Majkel"": 141.28615186629347}"
euclidean,1,Kosak,2,Rita skeeter,False,0.455917,1,"[{""distance"": 0.4559168142796841, ""sample"": 1, ""user"": ""Rita skeeter""}]","{""Rita skeeter"": 0.4559168142796841}"
euclidean,1,Kosak,3,Rita skeeter,False,81.478727,1,"[{""distance"": 81.4787273546393, ""sample"": 5, ""user"": ""Rita skeeter""}]","{""Rita skeeter"": 81.4787273546393}"
euclidean,1,Kosak,4,Rita skeeter,False,2.23776,1,"[{""distance"": 2.2377604604350636, ""sample"": 5, ""user"": ""Rita skeeter""}]","{""Rita skeeter"": 2.2377604604350636}"
euclidean,1,Kosak,5,Rita skeeter,False,0.194214,1,"[{""distance"": 0.19421368742712347, ""sample"": 5, ""user"": ""Rita skeeter""}]","{""Rita skeeter"": 0.19421368742712347}"
euclidean,1,Lukasz,1,Lukasz,True,185.6711,1,"[{""distance"": 185.67109960939052, ""sample"": 3, ""user"": ""Lukasz""}]","{""Lukasz"": 185.67109960939052}"
euclidean,1,Lukasz,2,HETER,False,327.253874,1,"[{""distance"": 327.25387422077057, ""sample"": 1, ""user"": ""HETER""}]","{""HETER"": 327.25387422077057}"
euclidean,1,Lukasz,3,Lukasz,True,185.6711,1,"[{""distance"": 185.67109960939052, ""sample"": 1, ""user"": ""Lukasz""}]","{""Lukasz"": 185.67109960939052}"
euclidean,1,Lukasz,4,Dominik,False,395.955324,1,"[{""distance"": 395.9553238600863, ""sample"": 2, ""user"": ""Dominik""}]","{""Dominik"": 395.9553238600863}"
euclidean,1,Lukasz,5,Olo,False,386.534306,1,"[{""distance"": 386.5343055212978, ""sample"": 2, ""user"": ""Olo""}]","{""Olo"": 386.5343055212978}"
euclidean,1,Maja,1,HETER,False,165.173771,1,"[{""distance"": 165.17377065430162, ""sample"": 2, ""user"": ""HETER""}]","{""HETER"": 165.17377065430162}"
euclidean,1,Maja,2,Dominik,False,165.610788,1,"[{""distance"": 165.61078842549387, ""sample"": 3, ""user"": ""Dominik""}]","{""Dominik"": 165.61078842549387}"
euclidean,1,Maja,3,Dominik,False,176.931116,1,"[{""distance"": 176.93111646564856, ""sample"": 2, ""user"": ""Dominik""}]","{""Dominik"": 176.93111646564856}"
euclidean,1,Maja,4,Dominik,False,495.303312,1,"[{""distance"": 495.3033122686895, ""sample"": 4, ""user"": ""Dominik""}]","{""Dominik"": 495.3033122686895}"
euclidean,1,Maja,5,Maja,True,192.601162,1,"[{""distance"": 192.6011621499945, ""sample"": 3, ""user"": ""Maja""}]","{""Maja"": 192.6011621499945}"
euclidean,1,Majkel,1,Mateusz,False,195.945378,1,"[{""distance"": 195.94537828229542, ""sample"": 5, ""user"": ""Mateusz""}]","{""Mateusz"": 195.94537828229542}"
euclidean,1,Majkel,2,Olo,False,211.198326,1,"[{""distance"": 211.19832621892368, ""sample"": 4, ""user"": ""Olo""}]","{""Olo"": 211.19832621892368}"
euclidean,1,Majkel,3,HETER,False,220.880087,1,"[{""distance"": 220.88008708768592, ""sample"": 1, ""user"": ""HETER""}]","{""HETER"": 220.88008708768592}"
euclidean,1,Majkel,4,HETER,False,141.286152,1,"[{""distance"": 141.28615186629347, ""sample"": 5, ""user"": ""HETER""}]","{""HETER"": 141.28615186629347}"
euclidean,1,Majkel,5,Maja,False,281.451441,1,"[{""distance"": 281.45144056395156, ""sample"": 3, ""user"": ""Maja""}]","{""Maja"": 281.45144056395156}"
euclidean,1,Marcin,1,HETER,False,210.641235,1,"[{""distance"": 210.641235128602, ""sample"": 4, ""user"": ""HETER""}]","{""HETER"": 210.641235128602}"
euclidean,1,Marcin,2,Marcin,True,318.48036,1,"[{""distance"": 318.4803596251667, ""sample"": 4, ""user"": ""Marcin""}]","{""Marcin"": 318.4803596251667}"
euclidean,1,Marcin,3,Emilia_A,False,368.823384,1,"[{""distance"": 368.8233837882478, ""sample"": 3, ""user"": ""Emilia_A""}]","{""Emilia_A"": 368.8233837882478}"
euclidean,1,Marcin,4,Emilia_A,False,286.579152,1,"[{""distance"": 286.57915206876925, ""sample"": 2, ""user"": ""Emilia_A""}]","{""Emilia_A"": 286.57915206876925}"
euclidean,1,Marcin,5,Majkel,False,172.473402,1,"[{""distance"": 172.47340155007552, ""sample"": 4, ""user"": ""Majkel""}]","{""Majkel"": 172.47340155007552}"
euclidean,1,Mateusz,1,Sylwia,False,325.125247,1,"[{""distance"": 325.1252468484662, ""sample"": 2, ""user"": ""Sylwia""}]","{""Sylwia"": 325.1252468484662}"
euclidean,1,Mateusz,2,Sylwia,False,259.8191,1,"[{""distance"": 259.8191004031437, ""sample"": 1, ""user"": ""Sylwia""}]","{""Sylwia"": 259.8191004031437}"
euclidean,1,Mateusz,3,Anita,False,224.672433,1,"[{""distance"": 224.67243259970587, ""sample"": 1, ""user"": ""Anita""}]","{""Anita"": 224.67243259970587}"
euclidean,1,Mateusz,4,Anita,False,318.982069,1,"[{""distance"": 318.9820692272104, ""sample"": 3, ""user"": ""Anita""}]","{""Anita"": 318.9820692272104}"
euclidean,1,Mateusz,5,Anita,False,180.818745,1,"[{""distance"": 180.8187448658617, ""sample"": 4, ""user"": ""Anita""}]","{""Anita"": 180.8187448658617}"
euclidean,1,Michał Woźniak,1,Michał Woźniak,True,0.403016,1,"[{""distance"": 0.40301599622468776, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Micha\u0142 Wo\u017aniak"": 0.40301599622468776}"
euclidean,1,Michał Woźniak,2,Michał Woźniak,True,0.350045,1,"[{""distance"": 0.3500450865399252, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Micha\u0142 Wo\u017aniak"": 0.3500450865399252}"
euclidean,1,Michał Woźniak,3,Michał Woźniak,True,0.429298,1,"[{""distance"": 0.42929809664734536, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Micha\u0142 Wo\u017aniak"": 0.42929809664734536}"
euclidean,1,Michał Woźniak,4,Michał Woźniak,True,0.350045,1,"[{""distance"": 0.3500450865399252, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Micha\u0142 Wo\u017aniak"": 0.3500450865399252}"
euclidean,1,Michał Woźniak,5,Rita skeeter,False,0.290157,1,"[{""distance"": 0.2901565156920751, ""sample"": 3, ""user"": ""Rita skeeter""}]","{""Rita skeeter"": 0.2901565156920751}"
euclidean,1,Nick:),1,Ulung,False,34.098083,1,"[{""distance"": 34.09808291667129, ""sample"": 4, ""user"": ""Ulung""}]","{""Ulung"": 34.09808291667129}"
euclidean,1,Nick:),2,Bartek,False,41.257794,1,"[{""distance"": 41.25779412735157, ""sample"": 2, ""user"": ""Bartek""}]","{""Bartek"": 41.25779412735157}"
euclidean,1,Nick:),3,Bartek,False,50.400393,1,"[{""distance"": 50.400393057708555, ""sample"": 3, ""user"": ""Bartek""}]","{""Bartek"": 50.400393057708555}"
euclidean,1,Nick:),4,Ulung,False,38.451374,1,"[{""distance"": 38.45137352227247, ""sample"": 2, ""user"": ""Ulung""}]","{""Ulung"": 38.45137352227247}"
euclidean,1,Nick:),5,Nick:),True,51.024746,1,"[{""distance"": 51.02474641485884, ""sample"": 1, ""user"": ""Nick:)""}]","{""Nick:)"": 51.02474641485884}"
euclidean,1,Olo,1,HETER,False,150.68893,1,"[{""distance"": 150.68893025577182, ""sample"": 2, ""user"": ""HETER""}]","{""HETER"": 150.68893025577182}"
euclidean,1,Olo,2,HETER,False,286.41719,1,"[{""distance"": 286.417190361737, ""sample"": 3, ""user"": ""HETER""}]","{""HETER"": 286.417190361737}"
euclidean,1,Olo,3,HETER,False,211.416425,1,"[{""distance"": 211.4164252464174, ""sample"": 2, ""user"": ""HETER""}]","{""HETER"": 211.4164252464174}"
euclidean,1,Olo,4,Olo,True,183.144736,1,"[{""distance"": 183.144736445062, ""sample"": 5, ""user"": ""Olo""}]","{""Olo"": 183.144736445062}"
euclidean,1,Olo,5,Olo,True,183.144736,1,"[{""distance"": 183.144736445062, ""sample"": 4, ""user"": ""Olo""}]","{""Olo"": 183.144736445062}"
euclidean,1,Rita skeeter,1,Kosak,False,0.455917,1,"[{""distance"": 0.4559168142796841, ""sample"": 2, ""user"": ""Kosak""}]","{""Kosak"": 0.4559168142796841}"
euclidean,1,Rita skeeter,2,Kosak,False,0.605087,1,"[{""distance"": 0.6050873897908736, ""sample"": 2, ""user"": ""Kosak""}]","{""Kosak"": 0.6050873897908736}"
euclidean,1,Rita skeeter,3,Michał Woźniak,False,0.290157,1,"[{""distance"": 0.2901565156920751, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Micha\u0142 Wo\u017aniak"": 0.2901565156920751}"
euclidean,1,Rita skeeter,4,Michał Woźniak,False,3.309893,1,"[{""distance"": 3.309892852588338, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Micha\u0142 Wo\u017aniak"": 3.309892852588338}"
euclidean,1,Rita skeeter,5,Kosak,False,0.194214,1,"[{""distance"": 0.19421368742712347, ""sample"": 5, ""user"": ""Kosak""}]","{""Kosak"": 0.19421368742712347}"
euclidean,1,Sylwia,1,Sylwia,True,246.428443,1,"[{""distance"": 246.4284430312339, ""sample"": 3, ""user"": ""Sylwia""}]","{""Sylwia"": 246.4284430312339}"
euclidean,1,Sylwia,2,Sylwia,True,285.772145,1,"[{""distance"": 285.77214479893155, ""sample"": 3, ""user"": ""Sylwia""}]","{""Sylwia"": 285.77214479893155}"
euclidean,1,Sylwia,3,Sylwia,True,246.428443,1,"[{""distance"": 246.4284430312339, ""sample"": 1, ""user"": ""Sylwia""}]","{""Sylwia"": 246.4284430312339}"
euclidean,1,Sylwia,4,Anita,False,383.962544,1,"[{""distance"": 383.9625444468031, ""sample"": 3, ""user"": ""Anita""}]","{""Anita"": 383.9625444468031}"
euclidean,1,Sylwia,5,Majkel,False,210.621244,1,"[{""distance"": 210.62124400903124, ""sample"": 1, ""user"": ""Majkel""}]","{""Majkel"": 210.62124400903124}"
euclidean,1,Ulung,1,Nick:),False,63.169958,1,"[{""distance"": 63.16995755459603, ""sample"": 4, ""user"": ""Nick:)""}]","{""Nick:)"": 63.16995755459603}"
euclidean,1,Ulung,2,Nick:),False,38.451374,1,"[{""distance"": 38.45137352227247, ""sample"": 4, ""user"": ""Nick:)""}]","{""Nick:)"": 38.45137352227247}"
euclidean,1,Ulung,3,Bartek,False,51.428412,1,"[{""distance"": 51.428411825647636, ""sample"": 5, ""user"": ""Bartek""}]","{""Bartek"": 51.428411825647636}"
euclidean,1,Ulung,4,Nick:),False,34.098083,1,"[{""distance"": 34.09808291667129, ""sample"": 1, ""user"": ""Nick:)""}]","{""Nick:)"": 34.09808291667129}"
euclidean,1,Ulung,5,Bartek,False,120.444761,1,"[{""distance"": 120.44476115318345, ""sample"": 1, ""user"": ""Bartek""}]","{""Bartek"": 120.44476115318345}"
euclidean,3,,1,Grzes,False,329.503864,3,"[{""distance"": 329.5038638702254, ""sample"": 1, ""user"": ""Grzes""}, {""distance"": 389.81241626807366, ""sample"": 1, ""user"": ""Dominik""}, {""distance"": 486.29058903631886, ""sample"": 4, ""user"": ""Majkel""}]","{""Dominik"": 389.81241626807366, ""Grzes"": 329.5038638702254, ""Majkel"": 486.29058903631886}"
euclidean,3,67,2,67,True,2.546883,3,"[{""distance"": 1.4945731893437357, ""sample"": 4, ""user"": ""67""}, {""distance"": 3.067223488042253, ""sample"": 3, ""user"": ""67""}, {""distance"": 3.078850898652688, ""sample"": 5, ""user"": ""67""}]","{""67"": 2.5468825253462253}"
euclidean,3,67,3,67,True,2.611375,3,"[{""distance"": 0.21519691788631956, ""sample"": 5, ""user"": ""67""}, {""distance"": 3.067223488042253, ""sample"": 2, ""user"": ""67""}, {""distance"": 4.551703263978349, ""sample"": 4, ""user"": ""67""}]","{""67"": 2.6113745566356408}"
euclidean,3,67,4,Michał Woźniak,False,2.839295,3,"[{""distance"": 1.4945731893437357, ""sample"": 2, ""user"": ""67""}, {""distance"": 2.6459453761740845, ""sample"": 3, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 3.032643640527166, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""67"": 1.4945731893437357, ""Micha\u0142 Wo\u017aniak"": 2.8392945083506254}"
euclidean,3,67,5,67,True,2.614984,3,"[{""distance"": 0.21519691788631956, ""sample"": 3, ""user"": ""67""}, {""distance"": 3.078850898652688, ""sample"": 2, ""user"": ""67""}, {""distance"": 4.550903690938742, ""sample"": 4, ""user"": ""67""}]","{""67"": 2.614983835825916}"
euclidean,3,Anita,1,Mateusz,False,232.868282,3,"[{""distance"": 222.7098430958366, ""sample"": 4, ""user"": ""Anita""}, {""distance"": 224.67243259970587, ""sample"": 3, ""user"": ""Mateusz""}, {""distance"": 241.0641311336506, ""sample"": 5, ""user"": ""Mateusz""}]","{""Anita"": 222.7098430958366, ""Mateusz"": 232.86828186667822}"
euclidean,3,Anita,2,Anita,True,367.710088,3,"[{""distance"": 367.71008750922056, ""sample"": 5, ""user"": ""Anita""}, {""distance"": 388.6165987129247, ""sample"": 2, ""user"": ""Sylwia""}, {""distance"": 396.7384016633337, ""sample"": 1, ""user"": ""Mateusz""}]","{""Anita"": 367.71008750922056, ""Mateusz"": 396.7384016633337, ""Sylwia"": 388.6165987129247}"
euclidean,3,Anita,3,Mateusz,False,327.587789,3,"[{""distance"": 305.96442375371697, ""sample"": 5, ""user"": ""Anita""}, {""distance"": 318.9820692272104, ""sample"": 4, ""user"": ""Mateusz""}, {""distance"": 336.19350930410917, ""sample"": 2, ""user"": ""Mateusz""}]","{""Anita"": 305.96442375371697, ""Mateusz"": 327.5877892656598}"
euclidean,3,Anita,4,Mateusz,False,180.818745,3,"[{""distance"": 180.8187448658617, ""sample"": 5, ""user"": ""Mateusz""}, {""distance"": 217.31592567448013, ""sample"": 1, ""user"": ""Majkel""}, {""distance"": 222.7098430958366, ""sample"": 1, ""user"": ""Anita""}]","{""Anita"": 222.7098430958366, ""Majkel"": 217.31592567448013, ""Mateusz"": 180.8187448658617}"
euclidean,3,Anita,5,Mateusz,False,279.348746,3,"[{""distance"": 279.3487461829691, ""sample"": 2, ""user"": ""Mateusz""}, {""distance"": 301.5704132612078, ""sample"": 3, ""user"": ""Sylwia""}, {""distance"": 305.96442375371697, ""sample"": 3, ""user"": ""Anita""}]","{""Anita"": 305.96442375371697, ""Mateusz"": 279.3487461829691, ""Sylwia"": 301.5704132612078}"
euclidean,3,Bartek,1,Ulung,False,120.444761,3,"[{""distance"": 120.44476115318345, ""sample"": 5, ""user"": ""Ulung""}, {""distance"": 276.647746141563, ""sample"": 3, ""user"": ""Kosak""}, {""distance"": 287.42189457482976, ""sample"": 1, ""user"": ""Maja""}]","{""Kosak"": 276.647746141563, ""Maja"": 287.42189457482976, ""Ulung"": 120.44476115318345}"
euclidean,3,Bartek,2,Nick:),False,41.257794,3,"[{""distance"": 41.25779412735157, ""sample"": 2, ""user"": ""Nick:)""}, {""distance"": 69.94153846891761, ""sample"": 5, ""user"": ""Bartek""}, {""distance"": 76.84755414992397, ""sample"": 3, ""user"": ""Ulung""}]","{""Bartek"": 69.94153846891761, ""Nick:)"": 41.25779412735157, ""Ulung"": 76.84755414992397}"
euclidean,3,Bartek,3,Ulung,False,96.16059,3,"[{""distance"": 50.400393057708555, ""sample"": 3, ""user"": ""Nick:)""}, {""distance"": 95.4045404859566, ""sample"": 2, ""user"": ""Ulung""}, {""distance"": 96.9166392905569, ""sample"": 3, ""user"": ""Ulung""}]","{""Nick:)"": 50.400393057708555, ""Ulung"": 96.16058988825675}"
euclidean,3,Bartek,4,Nick:),False,75.524745,3,"[{""distance"": 72.0909382953031, ""sample"": 1, ""user"": ""Nick:)""}, {""distance"": 78.95855132021637, ""sample"": 4, ""user"": ""Nick:)""}, {""distance"": 79.3040790242331, ""sample"": 2, ""user"": ""Ulung""}]","{""Nick:)"": 75.52474480775973, ""Ulung"": 79.3040790242331}"
euclidean,3,Bartek,5,Ulung,False,51.428412,3,"[{""distance"": 51.428411825647636, ""sample"": 3, ""user"": ""Ulung""}, {""distance"": 69.94153846891761, ""sample"": 2, ""user"": ""Bartek""}, {""distance"": 72.21455180524542, ""sample"": 2, ""user"": ""Nick:)""}]","{""Bartek"": 69.94153846891761, ""Nick:)"": 72.21455180524542, ""Ulung"": 51.428411825647636}"
euclidean,3,Dominik,1,,False,389.812416,3,"[{""distance"": 389.81241626807366, ""sample"": 1, ""user"": """"}, {""distance"": 397.22923485033505, ""sample"": 4, ""user"": ""Marcin""}, {""distance"": 409.01551345172106, ""sample"": 2, ""user"": ""Dominik""}]","{"""": 389.81241626807366, ""Dominik"": 409.01551345172106, ""Marcin"": 397.22923485033505}"
euclidean,3,Dominik,2,Maja,False,223.444097,3,"[{""distance"": 176.93111646564856, ""sample"": 3, ""user"": ""Maja""}, {""distance"": 269.9570783630489, ""sample"": 5, ""user"": ""Maja""}, {""distance"": 271.6211465586833, ""sample"": 4, ""user"": ""Olo""}]","{""Maja"": 223.44409741434873, ""Olo"": 271.6211465586833}"
euclidean,3,Dominik,3,Olo,False,206.56159,3,"[{""distance"": 165.61078842549387, ""sample"": 2, ""user"": ""Maja""}, {""distance"": 199.87385658504152, ""sample"": 5, ""user"": ""Olo""}, {""distance"": 213.24932343956556, ""sample"": 4, ""user"": ""Olo""}]","{""Maja"": 165.61078842549387, ""Olo"": 206.56159001230355}"
euclidean,3,Dominik,4,Dominik,True,347.617434,3,"[{""distance"": 347.6174338722061, ""sample"": 2, ""user"": ""Dominik""}, {""distance"": 373.14977793050224, ""sample"": 3, ""user"": ""Maja""}, {""distance"": 377.17340138418973, ""sample"": 4, ""user"": ""Marcin""}]","{""Dominik"": 347.6174338722061, ""Maja"": 373.14977793050224, ""Marcin"": 377.17340138418973}"
euclidean,3,Dominik,5,HETER,False,214.95847,3,"[{""distance"": 214.9584699252818, ""sample"": 4, ""user"": ""HETER""}, {""distance"": 260.74722297319437, ""sample"": 1, ""user"": ""Olo""}, {""distance"": 278.7821547617132, ""sample"": 1, ""user"": ""Maja""}]","{""HETER"": 214.9584699252818, ""Maja"": 278.7821547617132, ""Olo"": 260.74722297319437}"
euclidean,3,Emilia_A,2,Marcin,False,341.635273,3,"[{""distance"": 286.57915206876925, ""sample"": 4, ""user"": ""Marcin""}, {""distance"": 391.5515409477232, ""sample"": 4, ""user"": ""Emilia_A""}, {""distance"": 396.6913946793218, ""sample"": 2, ""user"": ""Marcin""}]","{""Emilia_A"": 391.5515409477232, ""Marcin"": 341.6352733740455}"
euclidean,3,Emilia_A,3,Marcin,False,411.321562,3,"[{""distance"": 309.8821083685252, ""sample"": 4, ""user"": ""Emilia_A""}, {""distance"": 368.8233837882478, ""sample"": 3, ""user"": ""Marcin""}, {""distance"": 453.8197410900223, ""sample"": 2, ""user"": ""Marcin""}]","{""Emilia_A"": 309.8821083685252, ""Marcin"": 411.32156243913505}"
euclidean,3,Emilia_A,4,Emilia_A,True,350.716825,3,"[{""distance"": 309.8821083685252, ""sample"": 3, ""user"": ""Emilia_A""}, {""distance"": 329.6280318372881, ""sample"": 2, ""user"": ""Marcin""}, {""distance"": 391.5515409477232, ""sample"": 2, ""user"": ""Emilia_A""}]","{""Emilia_A"": 350.7168246581242, ""Marcin"": 329.6280318372881}"
euclidean,3,Emilia_A,5,Emilia_A,True,446.37553,3,"[{""distance"": 446.37552993768026, ""sample"": 4, ""user"": ""Emilia_A""}, {""distance"": 449.6193344953094, ""sample"": 4, ""user"": ""Marcin""}, {""distance"": 468.6858185748427, ""sample"": 2, ""user"": ""Majkel""}]","{""Emilia_A"": 446.37552993768026, ""Majkel"": 468.6858185748427, ""Marcin"": 449.6193344953094}"
euclidean,3,Grzes,1,,False,329.503864,3,"[{""distance"": 329.5038638702254, ""sample"": 1, ""user"": """"}, {""distance"": 442.54614547826077, ""sample"": 1, ""user"": ""Dominik""}, {""distance"": 460.2620940657672, ""sample"": 4, ""user"": ""Majkel""}]","{"""": 329.5038638702254, ""Dominik"": 442.54614547826077, ""Majkel"": 460.2620940657672}"
euclidean,3,HETER,1,Maja,False,222.073637,3,"[{""distance"": 219.0592313605742, ""sample"": 5, ""user"": ""Maja""}, {""distance"": 220.88008708768592, ""sample"": 3, ""user"": ""Majkel""}, {""distance"": 225.08804301674965, ""sample"": 3, ""user"": ""Maja""}]","{""Maja"": 222.0736371886619, ""Majkel"": 220.88008708768592}"
euclidean,3,HETER,2,Olo,False,150.68893,3,"[{""distance"": 150.68893025577182, ""sample"": 1, ""user"": ""Olo""}, {""distance"": 161.52564464978877, ""sample"": 5, ""user"": ""HETER""}, {""distance"": 165.17377065430162, ""sample"": 1, ""user"": ""Maja""}]","{""HETER"": 161.52564464978877, ""Maja"": 165.17377065430162, ""Olo"": 150.68893025577182}"
euclidean,3,HETER,3,Majkel,False,226.698845,3,"[{""distance"": 226.6988452084216, ""sample"": 3, ""user"": ""Majkel""}, {""distance"": 233.8716700782346, ""sample"": 1, ""user"": ""HETER""}, {""distance"": 236.1394255657391, ""sample"": 3, ""user"": ""Maja""}]","{""HETER"": 233.8716700782346, ""Maja"": 236.1394255657391, ""Majkel"": 226.6988452084216}"
euclidean,3,HETER,4,Marcin,False,210.641235,3,"[{""distance"": 210.641235128602, ""sample"": 1, ""user"": ""Marcin""}, {""distance"": 214.9584699252818, ""sample"": 5, ""user"": ""Dominik""}, {""distance"": 247.14545208888595, ""sample"": 1, ""user"": ""Olo""}]","{""Dominik"": 214.9584699252818, ""Marcin"": 210.641235128602, ""Olo"": 247.14545208888595}"
euclidean,3,HETER,5,Majkel,False,141.286152,3,"[{""distance"": 141.28615186629347, ""sample"": 4, ""user"": ""Majkel""}, {""distance"": 161.52564464978877, ""sample"": 2, ""user"": ""HETER""}, {""distance"": 195.0937742231037, ""sample"": 1, ""user"": ""Olo""}]","{""HETER"": 161.52564464978877, ""Majkel"": 141.28615186629347, ""Olo"": 195.0937742231037}"
euclidean,3,Kosak,2,Rita skeeter,False,0.530502,3,"[{""distance"": 0.4559168142796841, ""sample"": 1, ""user"": ""Rita skeeter""}, {""distance"": 0.6050873897908736, ""sample"": 2, ""user"": ""Rita skeeter""}, {""distance"": 3.0913321147118547, ""sample"": 4, ""user"": ""Kosak""}]","{""Kosak"": 3.0913321147118547, ""Rita skeeter"": 0.5305021020352789}"
