metric,k,actual_user,actual_sample,predicted_user,is_correct,score,neighbor_count,neighbors_json,distances_by_user_json
euclidean,7,Marcin,1,HETER,False,258.066037,7,"[{""distance"": 210.641235128602, ""sample"": 4, ""user"": ""HETER""}, {""distance"": 295.407985184895, ""sample"": 5, ""user"": ""Dominik""}, {""distance"": 305.49083816059334, ""sample"": 5, ""user"": ""HETER""}, {""distance"": 310.04592989692156, ""sample"": 1, ""user"": ""Lukasz""}, {""distance"": 313.6010633071323, ""sample"": 4, ""user"": ""Majkel""}, {""distance"": 327.1695324045354, ""sample"": 5, ""user"": ""Marcin""}, {""distance"": 342.96408561385783, ""sample"": 3, ""user"": ""Lukasz""}]","{""Dominik"": 295.407985184895, ""HETER"": 258.06603664459766, ""Lukasz"": 326.50500775538967, ""Majkel"": 313.6010633071323, ""Marcin"": 327.1695324045354}"
euclidean,7,Marcin,2,Emilia_A,False,363.159713,7,"[{""distance"": 318.4803596251667, ""sample"": 4, ""user"": ""Marcin""}, {""distance"": 329.6280318372881, ""sample"": 4, ""user"": ""Emilia_A""}, {""distance"": 382.34527305670014, ""sample"": 2, ""user"": ""Majkel""}, {""distance"": 396.6913946793218, ""sample"": 2, ""user"": ""Emilia_A""}, {""distance"": 404.0078040247399, ""sample"": 2, ""user"": ""Dominik""}, {""distance"": 431.489093669671, ""sample"": 4, ""user"": ""Olo""}, {""distance"": 441.47711853708984, ""sample"": 3, ""user"": ""Maja""}]","{""Dominik"": 404.0078040247399, ""Emilia_A"": 363.1597132583049, ""Maja"": 441.47711853708984, ""Majkel"": 382.34527305670014, ""Marcin"": 318.4803596251667, ""Olo"": 431.489093669671}"
euclidean,7,Marcin,3,Emilia_A,False,470.777617,7,"[{""distance"": 368.8233837882478, ""sample"": 3, ""user"": ""Emilia_A""}, {""distance"": 471.05297395560507, ""sample"": 4, ""user"": ""Emilia_A""}, {""distance"": 505.18025802312854, ""sample"": 5, ""user"": ""Emilia_A""}, {""distance"": 516.3137508714485, ""sample"": 2, ""user"": ""Dominik""}, {""distance"": 527.6876981619449, ""sample"": 4, ""user"": ""Lukasz""}, {""distance"": 538.0538529911363, ""sample"": 2, ""user"": ""Emilia_A""}, {""distance"": 555.3563076210197, ""sample"": 4, ""user"": ""Marcin""}]","{""Dominik"": 516.3137508714485, ""Emilia_A"": 470.77761718952945, ""Lukasz"": 527.6876981619449, ""Marcin"": 555.3563076210197}"
euclidean,7,Marcin,4,Dominik,False,332.272688,7,"[{""distance"": 286.57915206876925, ""sample"": 2, ""user"": ""Emilia_A""}, {""distance"": 297.4238775772717, ""sample"": 2, ""user"": ""Majkel""}, {""distance"": 318.4803596251667, ""sample"": 2, ""user"": ""Marcin""}, {""distance"": 322.6456062712532, ""sample"": 2, ""user"": ""Dominik""}, {""distance"": 341.8997702782147, ""sample"": 3, ""user"": ""Dominik""}, {""distance"": 362.74160820746755, ""sample"": 4, ""user"": ""Olo""}, {""distance"": 365.5285166767175, ""sample"": 1, ""user"": ""HETER""}]","{""Dominik"": 332.2726882747339, ""Emilia_A"": 286.57915206876925, ""HETER"": 365.5285166767175, ""Majkel"": 297.4238775772717, ""Marcin"": 318.4803596251667, ""Olo"": 362.74160820746755}"
euclidean,7,Marcin,5,HETER,False,201.32637,7,"[{""distance"": 172.47340155007552, ""sample"": 4, ""user"": ""Majkel""}, {""distance"": 200.46824410851573, ""sample"": 2, ""user"": ""HETER""}, {""distance"": 202.18449546115144, ""sample"": 5, ""user"": ""HETER""}, {""distance"": 208.18140711946512, ""sample"": 3, ""user"": ""Lukasz""}, {""distance"": 224.5309395205495, ""sample"": 1, ""user"": ""Olo""}, {""distance"": 262.7952841837745, ""sample"": 1, ""user"": ""Lukasz""}, {""distance"": 278.8071866879413, ""sample"": 3, ""user"": ""Olo""}]","{""HETER"": 201.3263697848336, ""Lukasz"": 235.48834565161982, ""Majkel"": 172.47340155007552, ""Olo"": 251.6690631042454}"
euclidean,7,Mateusz,1,Sylwia,False,367.081816,7,"[{""distance"": 325.1252468484662, ""sample"": 2, ""user"": ""Sylwia""}, {""distance"": 334.67056539116817, ""sample"": 2, ""user"": ""Mateusz""}, {""distance"": 383.79913437963774, ""sample"": 3, ""user"": ""Sylwia""}, {""distance"": 391.678948766516, ""sample"": 5, ""user"": ""Anita""}, {""distance"": 392.32106731633786, ""sample"": 1, ""user"": ""Sylwia""}, {""distance"": 396.7384016633337, ""sample"": 2, ""user"": ""Anita""}, {""distance"": 414.9447679446441, ""sample"": 3, ""user"": ""HETER""}]","{""Anita"": 394.2086752149248, ""HETER"": 414.9447679446441, ""Mateusz"": 334.67056539116817, ""Sylwia"": 367.08181618148063}"
euclidean,7,Mateusz,2,Sylwia,False,283.219472,7,"[{""distance"": 259.8191004031437, ""sample"": 1, ""user"": ""Sylwia""}, {""distance"": 263.0403685296928, ""sample"": 3, ""user"": ""Sylwia""}, {""distance"": 279.3487461829691, ""sample"": 5, ""user"": ""Anita""}, {""distance"": 316.89483373768365, ""sample"": 3, ""user"": ""HETER""}, {""distance"": 318.7138824796428, ""sample"": 3, ""user"": ""Majkel""}, {""distance"": 326.7989482466206, ""sample"": 2, ""user"": ""Sylwia""}, {""distance"": 334.67056539116817, ""sample"": 1, ""user"": ""Mateusz""}]","{""Anita"": 279.3487461829691, ""HETER"": 316.89483373768365, ""Majkel"": 318.7138824796428, ""Mateusz"": 334.67056539116817, ""Sylwia"": 283.2194723931524}"
euclidean,7,Mateusz,3,Anita,False,260.278374,7,"[{""distance"": 224.67243259970587, ""sample"": 1, ""user"": ""Anita""}, {""distance"": 246.641712959834, ""sample"": 5, ""user"": ""Mateusz""}, {""distance"": 259.1494376957931, ""sample"": 5, ""user"": ""Sylwia""}, {""distance"": 274.2304449931042, ""sample"": 1, ""user"": ""Majkel""}, {""distance"": 295.8843163869747, ""sample"": 4, ""user"": ""Anita""}, {""distance"": 319.96074915226677, ""sample"": 1, ""user"": ""Lukasz""}, {""distance"": 327.15292166608833, ""sample"": 3, ""user"": ""Olo""}]","{""Anita"": 260.27837449334027, ""Lukasz"": 319.96074915226677, ""Majkel"": 274.2304449931042, ""Mateusz"": 246.641712959834, ""Olo"": 327.15292166608833, ""Sylwia"": 259.1494376957931}"
euclidean,7,Mateusz,4,Sylwia,False,441.649374,7,"[{""distance"": 318.9820692272104, ""sample"": 3, ""user"": ""Anita""}, {""distance"": 409.20708762266855, ""sample"": 2, ""user"": ""Olo""}, {""distance"": 414.8586892415737, ""sample"": 4, ""user"": ""Sylwia""}, {""distance"": 461.4969826332163, ""sample"": 2, ""user"": ""Mateusz""}, {""distance"": 468.4400580611958, ""sample"": 3, ""user"": ""Sylwia""}, {""distance"": 475.7101646753004, ""sample"": 5, ""user"": ""Mateusz""}, {""distance"": 477.3781354930457, ""sample"": 3, ""user"": ""Majkel""}]","{""Anita"": 318.9820692272104, ""Majkel"": 477.3781354930457, ""Mateusz"": 468.60357365425835, ""Olo"": 409.20708762266855, ""Sylwia"": 441.64937365138474}"
euclidean,7,Mateusz,5,Anita,False,210.941438,7,"[{""distance"": 180.8187448658617, ""sample"": 4, ""user"": ""Anita""}, {""distance"": 195.94537828229542, ""sample"": 1, ""user"": ""Majkel""}, {""distance"": 212.83546171824685, ""sample"": 5, ""user"": ""Sylwia""}, {""distance"": 241.0641311336506, ""sample"": 1, ""user"": ""Anita""}, {""distance"": 246.641712959834, ""sample"": 3, ""user"": ""Mateusz""}, {""distance"": 313.4387769724081, ""sample"": 3, ""user"": ""Lukasz""}, {""distance"": 318.0205605249268, ""sample"": 3, ""user"": ""Olo""}]","{""Anita"": 210.94143799975615, ""Lukasz"": 313.4387769724081, ""Majkel"": 195.94537828229542, ""Mateusz"": 246.641712959834, ""Olo"": 318.0205605249268, ""Sylwia"": 212.83546171824685}"
euclidean,7,Michał Woźniak,1,Michał Woźniak,True,0.784234,7,"[{""distance"": 0.40301599622468776, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.42929809664734536, ""sample"": 3, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.7512659261303043, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.5533571343401618, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.836642647717008, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 2.4609706713965145, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 2.4866177423749334, ""sample"": 5, ""user"": ""Rita skeeter""}]","{""Kosak"": 2.4609706713965145, ""Micha\u0142 Wo\u017aniak"": 0.7842342883356248, ""Rita skeeter"": 2.1616301950459706}"
euclidean,7,Michał Woźniak,2,Michał Woźniak,True,0.594924,7,"[{""distance"": 0.3500450865399252, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.40301599622468776, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.47500232870840087, ""sample"": 3, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.1516336334875004, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.4365280784408425, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 2.097075186967152, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 2.1093643814886116, ""sample"": 5, ""user"": ""Rita skeeter""}]","{""Kosak"": 2.097075186967152, ""Micha\u0142 Wo\u017aniak"": 0.5949242612401285, ""Rita skeeter"": 1.772946229964727}"
euclidean,7,Michał Woźniak,3,Michał Woźniak,True,0.771095,7,"[{""distance"": 0.42929809664734536, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.47500232870840087, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.7498645103324355, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.4302158371891167, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.6888894599465847, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 2.5116561815565586, ""sample"": 5, ""user"": ""Rita skeeter""}, {""distance"": 2.5192382761996894, ""sample"": 5, ""user"": ""Kosak""}]","{""Kosak"": 2.5192382761996894, ""Micha\u0142 Wo\u017aniak"": 0.7710951932193246, ""Rita skeeter"": 2.1002728207515715}"
euclidean,7,Michał Woźniak,4,Michał Woźniak,True,0.666518,7,"[{""distance"": 0.3500450865399252, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.7498645103324355, ""sample"": 3, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.7512659261303043, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 0.8148977868191439, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.103650571546885, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 1.7716786740863006, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 1.7726562834351507, ""sample"": 5, ""user"": ""Rita skeeter""}]","{""Kosak"": 1.7716786740863006, ""Micha\u0142 Wo\u017aniak"": 0.6665183274554523, ""Rita skeeter"": 1.438153427491018}"
euclidean,7,Michał Woźniak,5,Michał Woźniak,True,1.237526,7,"[{""distance"": 0.2901565156920751, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 0.8148977868191439, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.1516336334875004, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.2153486152778388, ""sample"": 5, ""user"": ""Rita skeeter""}, {""distance"": 1.2945225824809758, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 1.4302158371891167, ""sample"": 3, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.5533571343401618, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Kosak"": 1.2945225824809758, ""Micha\u0142 Wo\u017aniak"": 1.2375260979589808, ""Rita skeeter"": 0.752752565484957}"
euclidean,7,Nick:),1,Ulung,False,58.293876,7,"[{""distance"": 34.09808291667129, ""sample"": 4, ""user"": ""Ulung""}, {""distance"": 51.02474641485884, ""sample"": 5, ""user"": ""Nick:)""}, {""distance"": 58.07603565530609, ""sample"": 4, ""user"": ""Nick:)""}, {""distance"": 60.5048619152109, ""sample"": 2, ""user"": ""Ulung""}, {""distance"": 68.65393215233851, ""sample"": 3, ""user"": ""Ulung""}, {""distance"": 69.91862743137135, ""sample"": 1, ""user"": ""Ulung""}, {""distance"": 72.0909382953031, ""sample"": 4, ""user"": ""Bartek""}]","{""Bartek"": 72.0909382953031, ""Nick:)"": 54.55039103508247, ""Ulung"": 58.293876103898015}"
euclidean,7,Nick:),2,Nick:),True,80.661385,7,"[{""distance"": 41.25779412735157, ""sample"": 2, ""user"": ""Bartek""}, {""distance"": 72.21455180524542, ""sample"": 5, ""user"": ""Bartek""}, {""distance"": 75.43618163230735, ""sample"": 3, ""user"": ""Ulung""}, {""distance"": 77.68938231732291, ""sample"": 1, ""user"": ""Nick:)""}, {""distance"": 79.72334906614773, ""sample"": 3, ""user"": ""Nick:)""}, {""distance"": 84.57142271989518, ""sample"": 4, ""user"": ""Nick:)""}, {""distance"": 85.87470946744416, ""sample"": 4, ""user"": ""Ulung""}]","{""Bartek"": 56.7361729662985, ""Nick:)"": 80.66138470112195, ""Ulung"": 80.65544554987576}"
euclidean,7,Nick:),3,Nick:),True,76.412076,7,"[{""distance"": 50.400393057708555, ""sample"": 3, ""user"": ""Bartek""}, {""distance"": 73.78092019685982, ""sample"": 4, ""user"": ""Nick:)""}, {""distance"": 75.73195959668108, ""sample"": 1, ""user"": ""Nick:)""}, {""distance"": 77.71392461841977, ""sample"": 3, ""user"": ""Ulung""}, {""distance"": 78.0527965055595, ""sample"": 2, ""user"": ""Ulung""}, {""distance"": 79.72334906614773, ""sample"": 2, ""user"": ""Nick:)""}, {""distance"": 81.5716477136872, ""sample"": 1, ""user"": ""Ulung""}]","{""Bartek"": 50.400393057708555, ""Nick:)"": 76.41207628656288, ""Ulung"": 79.11278961255549}"
euclidean,7,Nick:),4,Ulung,False,57.335666,7,"[{""distance"": 38.45137352227247, ""sample"": 2, ""user"": ""Ulung""}, {""distance"": 58.07603565530609, ""sample"": 1, ""user"": ""Nick:)""}, {""distance"": 59.45827398779939, ""sample"": 3, ""user"": ""Ulung""}, {""distance"": 63.16995755459603, ""sample"": 1, ""user"": ""Ulung""}, {""distance"": 68.26305737270408, ""sample"": 4, ""user"": ""Ulung""}, {""distance"": 70.24655870425664, ""sample"": 5, ""user"": ""Nick:)""}, {""distance"": 73.78092019685982, ""sample"": 3, ""user"": ""Nick:)""}]","{""Nick:)"": 67.36783818547418, ""Ulung"": 57.335665609342996}"
euclidean,7,Nick:),5,Ulung,False,74.009896,7,"[{""distance"": 51.02474641485884, ""sample"": 1, ""user"": ""Nick:)""}, {""distance"": 61.255861397261015, ""sample"": 4, ""user"": ""Ulung""}, {""distance"": 70.24655870425664, ""sample"": 4, ""user"": ""Nick:)""}, {""distance"": 74.12512830311789, ""sample"": 2, ""user"": ""Ulung""}, {""distance"": 79.15896974539992, ""sample"": 1, ""user"": ""Ulung""}, {""distance"": 81.49962502335387, ""sample"": 3, ""user"": ""Ulung""}, {""distance"": 84.88238507635427, ""sample"": 4, ""user"": ""Bartek""}]","{""Bartek"": 84.88238507635427, ""Nick:)"": 60.63565255955774, ""Ulung"": 74.00989611728318}"
euclidean,7,Olo,1,HETER,False,197.642719,7,"[{""distance"": 150.68893025577182, ""sample"": 2, ""user"": ""HETER""}, {""distance"": 182.9509147814518, ""sample"": 1, ""user"": ""Maja""}, {""distance"": 195.0937742231037, ""sample"": 5, ""user"": ""HETER""}, {""distance"": 224.5309395205495, ""sample"": 5, ""user"": ""Marcin""}, {""distance"": 230.37596194669905, ""sample"": 4, ""user"": ""Majkel""}, {""distance"": 247.14545208888595, ""sample"": 4, ""user"": ""HETER""}, {""distance"": 258.33602166772727, ""sample"": 3, ""user"": ""Olo""}]","{""HETER"": 197.6427188559205, ""Maja"": 182.9509147814518, ""Majkel"": 230.37596194669905, ""Marcin"": 224.5309395205495, ""Olo"": 258.33602166772727}"
euclidean,7,Olo,2,Maja,False,319.855072,7,"[{""distance"": 286.417190361737, ""sample"": 3, ""user"": ""HETER""}, {""distance"": 287.8225252142475, ""sample"": 1, ""user"": ""HETER""}, {""distance"": 303.98635589883463, ""sample"": 3, ""user"": ""Maja""}, {""distance"": 310.47679550406855, ""sample"": 4, ""user"": ""Olo""}, {""distance"": 315.9711916900199, ""sample"": 2, ""user"": ""Majkel""}, {""distance"": 327.64484119299675, ""sample"": 2, ""user"": ""Maja""}, {""distance"": 327.9340180546987, ""sample"": 5, ""user"": ""Maja""}]","{""HETER"": 287.11985778799226, ""Maja"": 319.85507171551006, ""Majkel"": 315.9711916900199, ""Olo"": 310.47679550406855}"
euclidean,7,Olo,3,HETER,False,237.095652,7,"[{""distance"": 211.4164252464174, ""sample"": 2, ""user"": ""HETER""}, {""distance"": 250.53758043807568, ""sample"": 3, ""user"": ""Lukasz""}, {""distance"": 258.33602166772727, ""sample"": 1, ""user"": ""Olo""}, {""distance"": 262.7748790624996, ""sample"": 5, ""user"": ""HETER""}, {""distance"": 267.0530269813876, ""sample"": 1, ""user"": ""Maja""}, {""distance"": 278.8071866879413, ""sample"": 5, ""user"": ""Marcin""}, {""distance"": 296.2320733376085, ""sample"": 1, ""user"": ""Lukasz""}]","{""HETER"": 237.0956521544585, ""Lukasz"": 273.3848268878421, ""Maja"": 267.0530269813876, ""Marcin"": 278.8071866879413, ""Olo"": 258.33602166772727}"
euclidean,7,Olo,4,Dominik,False,242.435235,7,"[{""distance"": 183.144736445062, ""sample"": 5, ""user"": ""Olo""}, {""distance"": 211.19832621892368, ""sample"": 2, ""user"": ""Majkel""}, {""distance"": 213.24932343956556, ""sample"": 3, ""user"": ""Dominik""}, {""distance"": 259.8485134424107, ""sample"": 1, ""user"": ""HETER""}, {""distance"": 263.9052049167413, ""sample"": 3, ""user"": ""Maja""}, {""distance"": 267.1938912298278, ""sample"": 5, ""user"": ""Maja""}, {""distance"": 271.6211465586833, ""sample"": 2, ""user"": ""Dominik""}]","{""Dominik"": 242.43523499912442, ""HETER"": 259.8485134424107, ""Maja"": 265.54954807328454, ""Majkel"": 211.19832621892368, ""Olo"": 183.144736445062}"
euclidean,7,Olo,5,HETER,False,281.259954,7,"[{""distance"": 183.144736445062, ""sample"": 4, ""user"": ""Olo""}, {""distance"": 199.87385658504152, ""sample"": 3, ""user"": ""Dominik""}, {""distance"": 254.42606541118, ""sample"": 2, ""user"": ""Maja""}, {""distance"": 267.62588003462685, ""sample"": 2, ""user"": ""Majkel""}, {""distance"": 276.77913954071056, ""sample"": 1, ""user"": ""HETER""}, {""distance"": 285.7407692179874, ""sample"": 3, ""user"": ""HETER""}, {""distance"": 310.71154671325274, ""sample"": 3, ""user"": ""Maja""}]","{""Dominik"": 199.87385658504152, ""HETER"": 281.259954379349, ""Maja"": 282.56880606221637, ""Majkel"": 267.62588003462685, ""Olo"": 183.144736445062}"
euclidean,7,Rita skeeter,1,Kosak,False,3.019973,7,"[{""distance"": 0.4559168142796841, ""sample"": 2, ""user"": ""Kosak""}, {""distance"": 0.7642461217160286, ""sample"": 2, ""user"": ""Rita skeeter""}, {""distance"": 3.364378256556354, ""sample"": 4, ""user"": ""Kosak""}, {""distance"": 5.174846549457609, ""sample"": 5, ""user"": ""Rita skeeter""}, {""distance"": 5.239624576960748, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 5.937580050522587, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 6.173485216248531, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Kosak"": 3.019973215932262, ""Micha\u0142 Wo\u017aniak"": 6.173485216248531, ""Rita skeeter"": 3.9588909072320746}"
euclidean,7,Rita skeeter,2,Kosak,False,2.582908,7,"[{""distance"": 0.6050873897908736, ""sample"": 2, ""user"": ""Kosak""}, {""distance"": 0.7642461217160286, ""sample"": 1, ""user"": ""Rita skeeter""}, {""distance"": 2.600931138345501, ""sample"": 4, ""user"": ""Kosak""}, {""distance"": 4.4666948312403365, ""sample"": 5, ""user"": ""Rita skeeter""}, {""distance"": 4.542705678190461, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 5.191882055313324, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 5.432978897994668, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Kosak"": 2.582908068775612, ""Micha\u0142 Wo\u017aniak"": 5.432978897994668, ""Rita skeeter"": 3.474274336089896}"
euclidean,7,Rita skeeter,3,Michał Woźniak,False,1.271173,7,"[{""distance"": 0.2901565156920751, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.103650571546885, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.1299056831971837, ""sample"": 5, ""user"": ""Rita skeeter""}, {""distance"": 1.247731826975692, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 1.4365280784408425, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.6888894599465847, ""sample"": 3, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.836642647717008, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Kosak"": 1.247731826975692, ""Micha\u0142 Wo\u017aniak"": 1.2711734546686793, ""Rita skeeter"": 1.1299056831971837}"
euclidean,7,Rita skeeter,4,Michał Woźniak,False,3.889438,7,"[{""distance"": 3.309892852588338, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 3.59267041531311, ""sample"": 3, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 3.695327611003251, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 4.017675027410952, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 4.307619352214074, ""sample"": 2, ""user"": ""67""}, {""distance"": 4.746072961376108, ""sample"": 3, ""user"": ""67""}, {""distance"": 4.831625865546748, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""67"": 4.5268461567950915, ""Micha\u0142 Wo\u017aniak"": 3.88943835437248}"
euclidean,7,Rita skeeter,5,Michał Woźniak,False,1.895997,7,"[{""distance"": 0.19421368742712347, ""sample"": 5, ""user"": ""Kosak""}, {""distance"": 1.1299056831971837, ""sample"": 3, ""user"": ""Rita skeeter""}, {""distance"": 1.2153486152778388, ""sample"": 5, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 1.7726562834351507, ""sample"": 4, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 2.1093643814886116, ""sample"": 2, ""user"": ""Micha\u0142 Wo\u017aniak""}, {""distance"": 2.2377604604350636, ""sample"": 4, ""user"": ""Kosak""}, {""distance"": 2.4866177423749334, ""sample"": 1, ""user"": ""Micha\u0142 Wo\u017aniak""}]","{""Kosak"": 1.2159870739310936, ""Micha\u0142 Wo\u017aniak"": 1.8959967556441337, ""Rita skeeter"": 1.1299056831971837}"
euclidean,7,Sylwia,1,Sylwia,True,271.415537,7,"[{""distance"": 246.4284430312339, ""sample"": 3, ""user"": ""Sylwia""}, {""distance"": 259.8191004031437, ""sample"": 2, ""user"": ""Mateusz""}, {""distance"": 287.99529132315143, ""sample"": 3, ""user"": ""HETER""}, {""distance"": 296.4026318549363, ""sample"": 2, ""user"": ""Sylwia""}, {""distance"": 305.5246005134518, ""sample"": 3, ""user"": ""Majkel""}, {""distance"": 317.0841462309256, ""sample"": 1, ""user"": ""HETER""}, {""distance"": 317.6904748769449, ""sample"": 5, ""user"": ""Anita""}]","{""Anita"": 317.6904748769449, ""HETER"": 302.5397187770385, ""Majkel"": 305.5246005134518, ""Mateusz"": 259.8191004031437, ""Sylwia"": 271.4155374430851}"
euclidean,7,Sylwia,2,Sylwia,True,291.087388,7,"[{""distance"": 285.77214479893155, ""sample"": 3, ""user"": ""Sylwia""}, {""distance"": 296.4026318549363, ""sample"": 1, ""user"": ""Sylwia""}, {""distance"": 325.1252468484662, ""sample"": 1, ""user"": ""Mateusz""}, {""distance"": 326.7989482466206, ""sample"": 2, ""user"": ""Mateusz""}, {""distance"": 371.66179811026615, ""sample"": 5, ""user"": ""Majkel""}, {""distance"": 381.5284186555582, ""sample"": 5, ""user"": ""Anita""}, {""distance"": 388.6165987129247, ""sample"": 2, ""user"": ""Anita""}]","{""Anita"": 385.0725086842415, ""Majkel"": 371.66179811026615, ""Mateusz"": 325.9620975475434, ""Sylwia"": 291.08738832693393}"
euclidean,7,Sylwia,3,Sylwia,True,266.100294,7,"[{""distance"": 246.4284430312339, ""sample"": 1, ""user"": ""Sylwia""}, {""distance"": 263.0403685296928, ""sample"": 2, ""user"": ""Mateusz""}, {""distance"": 285.77214479893155, ""sample"": 2, ""user"": ""Sylwia""}, {""distance"": 301.5704132612078, ""sample"": 5, ""user"": ""Anita""}, {""distance"": 316.6651681906126, ""sample"": 3, ""user"": ""HETER""}, {""distance"": 342.42634073686946, ""sample"": 3, ""user"": ""Majkel""}, {""distance"": 352.7778008881025, ""sample"": 3, ""user"": ""Anita""}]","{""Anita"": 327.1741070746551, ""HETER"": 316.6651681906126, ""Majkel"": 342.42634073686946, ""Mateusz"": 263.0403685296928, ""Sylwia"": 266.1002939150827}"
euclidean,7,Sylwia,4,Sylwia,True,448.792344,7,"[{""distance"": 383.9625444468031, ""sample"": 3, ""user"": ""Anita""}, {""distance"": 414.8586892415737, ""sample"": 4, ""user"": ""Mateusz""}, {""distance"": 415.2391121814022, ""sample"": 2, ""user"": ""Olo""}, {""distance"": 439.0071282340638, ""sample"": 3, ""user"": ""Sylwia""}, {""distance"": 451.53458552184463, ""sample"": 2, ""user"": ""Sylwia""}, {""distance"": 455.83531750815496, ""sample"": 1, ""user"": ""Sylwia""}, {""distance"": 462.49575985109925, ""sample"": 2, ""user"": ""Mateusz""}]","{""Anita"": 383.9625444468031, ""Mateusz"": 438.67722454633645, ""Olo"": 415.2391121814022, ""Sylwia"": 448.7923437546878}"
euclidean,7,Sylwia,5,Mateusz,False,235.99245,7,"[{""distance"": 210.62124400903124, ""sample"": 1, ""user"": ""Majkel""}, {""distance"": 212.83546171824685, ""sample"": 5, ""user"": ""Mateusz""}, {""distance"": 254.63739177988433, ""sample"": 4, ""user"": ""Anita""}, {""distance"": 259.1494376957931, ""sample"": 3, ""user"": ""Mateusz""}, {""distance"": 295.9464790488407, ""sample"": 3, ""user"": ""Lukasz""}, {""distance"": 304.74259502095964, ""sample"": 1, ""user"": ""Anita""}, {""distance"": 328.4069024878048, ""sample"": 1, ""user"": ""Lukasz""}]","{""Anita"": 279.689993400422, ""Lukasz"": 312.1766907683227, ""Majkel"": 210.62124400903124, ""Mateusz"": 235.99244970701997}"
